product_id,product_family,technology,part_type,component_density_gb,module_density_gb,speed_mhz,data_rate_mt_s,io_voltage_v,operating_temp_min_c,operating_temp_max_c,bus_width_bits,cas_latency,pin_count,package,component_config,ecc,part_status,package_width_mm,package_length_mm,package_height_mm,inventory_units,weekly_demand_units,inventory_coverage_weeks,backlog_units,backlog_ratio,open_po_units,open_po_coverage,supplier_lead_time_days,supplier_otd_pct,demand_trend_4w_pct,allocation_status,supply_risk_next_4w,lead_time_next_4w_days,datasheet_id
ANM-L5X-0126,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,4266,8533,0.5,-25,85,32,Programmable,496,UFBGA,0.5Gb x32,,End of Life,12.4,15.0,1.1,557,183,3.05,0,0.0,189,1.03,35,88.3,-1.4,None,0,44.9,DS-LPDDR5X-FAMILY
ANM-L5X-0127,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3200,6400,0.5,-40,85,32,Programmable,315,WFBGA,1.5Gb x32,,End of Life,12.4,15.0,1.1,749,136,5.51,35,0.257,135,0.99,29,92.1,-30.3,None,0,28.9,DS-LPDDR5X-FAMILY
ANM-L5X-0128,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3200,6400,0.5,-40,105,32,Programmable,315,LFBGA,1Gb x32,,Production,12.4,15.0,1.1,929,152,6.12,98,0.645,69,0.46,18,97.9,11.7,None,1,19.5,DS-LPDDR5X-FAMILY
ANM-L5X-0129,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-40,125,64,Programmable,561,UFBGA,0.25Gb x64,,Contact Sales,12.4,15.0,1.1,141,86,1.64,42,0.488,150,1.75,25,92.3,-24.3,Watch,0,31.5,DS-LPDDR5X-FAMILY
ANM-L5X-0130,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,4266,8533,0.5,-40,85,32,Programmable,561,WFBGA,1.5Gb x32,,Production,12.4,15.0,1.1,189,80,2.37,24,0.3,100,1.25,24,97.2,2.7,None,0,22.2,DS-LPDDR5X-FAMILY
ANM-L5X-0131,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3750,7500,0.5,-40,125,32,Programmable,561,WFBGA,3Gb x32,,Production,12.4,15.0,1.1,437,95,4.6,10,0.105,86,0.91,14,96.1,-2.9,None,0,13.3,DS-LPDDR5X-FAMILY
ANM-L5X-0132,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3200,6400,0.5,-40,95,64,Programmable,441,LFBGA,1Gb x64,,Sampling,12.4,15.0,1.1,1895,298,6.36,471,1.581,837,2.81,15,85.9,-8.4,Constrained,0,28.3,DS-LPDDR5X-FAMILY
ANM-L5X-0133,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,4266,8533,0.5,-40,125,64,Programmable,315,LFBGA,2Gb x64,,Production,12.4,15.0,1.1,258,54,4.79,17,0.315,22,0.42,21,98.9,7.2,None,0,20.0,DS-LPDDR5X-FAMILY
ANM-L5X-0134,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3200,6400,0.5,-40,105,32,Programmable,315,LFBGA,2Gb x32,,Production,12.4,15.0,1.1,426,100,4.26,89,0.89,241,2.41,29,93.9,29.1,Watch,0,42.6,DS-LPDDR5X-FAMILY
ANM-L5X-0135,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-40,85,32,Programmable,315,WFBGA,0.5Gb x32,,Introduction,12.4,15.0,1.1,123,86,1.44,12,0.14,154,1.8,24,90.2,27.7,Watch,0,31.9,DS-LPDDR5X-FAMILY
ANM-L5X-0136,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,4266,8533,0.5,-40,105,32,Programmable,496,LFBGA,1.5Gb x32,,Production,12.4,15.0,1.1,612,155,3.95,303,1.955,210,1.36,32,84.0,7.9,Constrained,1,51.9,DS-LPDDR5X-FAMILY
ANM-L5X-0137,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,4266,8533,0.5,-40,105,64,Programmable,315,UFBGA,2Gb x64,,Production,12.4,15.0,1.1,191,178,1.08,66,0.371,46,0.26,33,90.1,2.7,Constrained,1,38.7,DS-LPDDR5X-FAMILY
ANM-L5X-0138,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3750,7500,0.5,-40,85,32,Programmable,315,UFBGA,0.75Gb x32,,Production,12.4,15.0,1.1,277,67,4.15,0,0.0,53,0.8,26,94.4,1.5,None,0,32.0,DS-LPDDR5X-FAMILY
ANM-L5X-0139,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3200,6400,0.5,-40,125,32,Programmable,441,UFBGA,3Gb x32,,Production,12.4,15.0,1.1,395,106,3.73,2,0.019,104,0.99,17,99.8,-17.0,None,1,16.5,DS-LPDDR5X-FAMILY
ANM-L5X-0140,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3200,6400,0.5,-40,85,64,Programmable,496,WFBGA,0.75Gb x64,,Production,12.4,15.0,1.1,209,170,1.23,42,0.247,164,0.97,39,97.5,-26.1,Watch,0,36.5,DS-LPDDR5X-FAMILY
ANM-L5X-0141,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3200,6400,0.5,-40,85,32,Programmable,561,TFBGA,0.5Gb x32,,Production,12.4,15.0,1.1,99,83,1.2,105,1.265,281,3.39,40,99.1,-8.5,Constrained,1,56.7,DS-LPDDR5X-FAMILY
ANM-L5X-0142,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-40,95,32,Programmable,561,WFBGA,0.5Gb x32,,Production,12.4,15.0,1.1,844,236,3.58,105,0.445,184,0.78,29,95.2,41.7,Watch,1,35.5,DS-LPDDR5X-FAMILY
ANM-L5X-0143,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3200,6400,0.5,-40,95,32,Programmable,441,LFBGA,3Gb x32,,Sampling,12.4,15.0,1.1,265,127,2.09,122,0.961,75,0.6,48,90.4,37.0,Watch,0,64.5,DS-LPDDR5X-FAMILY
ANM-L5X-0144,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3750,7500,0.5,-40,105,64,Programmable,441,LFBGA,0.375Gb x64,,Introduction,12.4,15.0,1.1,297,87,3.42,18,0.207,82,0.95,28,98.4,16.4,None,1,30.0,DS-LPDDR5X-FAMILY
ANM-L5X-0145,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3200,6400,0.5,-40,125,32,Programmable,561,WFBGA,2Gb x32,,Production,12.4,15.0,1.1,424,202,2.1,263,1.302,351,1.74,55,93.3,2.2,Constrained,0,71.8,DS-LPDDR5X-FAMILY
ANM-L5X-0146,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,4266,8533,0.5,-40,85,64,Programmable,315,LFBGA,2Gb x64,,End of Life,12.4,15.0,1.1,227,107,2.12,164,1.533,166,1.56,52,93.8,17.6,Constrained,1,74.4,DS-LPDDR5X-FAMILY
ANM-L5X-0147,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3750,7500,0.5,-40,95,64,Programmable,496,TFBGA,1Gb x64,,Production,12.4,15.0,1.1,270,132,2.05,4,0.03,231,1.75,30,98.3,-40.0,Watch,0,27.0,DS-LPDDR5X-FAMILY
ANM-L5X-0148,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3200,6400,0.5,-25,85,64,Programmable,315,WFBGA,1Gb x64,,Introduction,12.4,15.0,1.1,1315,168,7.83,0,0.0,415,2.47,14,97.1,20.6,None,0,16.2,DS-LPDDR5X-FAMILY
ANM-L5X-0149,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3750,7500,0.5,-40,125,32,Programmable,496,UFBGA,1Gb x32,,Production,12.4,15.0,1.1,1196,357,3.35,0,0.0,322,0.9,33,93.1,0.8,None,0,30.3,DS-LPDDR5X-FAMILY
ANM-L5X-0150,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3750,7500,0.5,-40,85,64,Programmable,496,UFBGA,1.5Gb x64,,Production,12.4,15.0,1.1,387,216,1.8,44,0.204,99,0.46,40,92.5,23.4,Watch,0,44.5,DS-LPDDR5X-FAMILY
ANM-L5X-0151,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3200,6400,0.5,-25,85,32,Programmable,315,WFBGA,1Gb x32,,Contact Sales,12.4,15.0,1.1,1647,238,6.92,23,0.097,307,1.29,38,92.9,17.4,None,0,40.8,DS-LPDDR5X-FAMILY
ANM-L5X-0152,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,4266,8533,0.5,-40,105,64,Programmable,315,LFBGA,0.75Gb x64,,Production,12.4,15.0,1.1,1514,608,2.49,424,0.697,1147,1.89,33,87.2,-7.2,None,0,31.4,DS-LPDDR5X-FAMILY
ANM-L5X-0153,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,4266,8533,0.5,-25,85,64,Programmable,561,UFBGA,2Gb x64,,Introduction,12.4,15.0,1.1,1620,258,6.28,58,0.225,1018,3.95,19,96.0,-40.0,None,0,22.4,DS-LPDDR5X-FAMILY
ANM-L5X-0154,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,4266,8533,0.5,-25,85,32,Programmable,496,WFBGA,0.75Gb x32,,End of Life,12.4,15.0,1.1,156,84,1.86,23,0.274,347,4.13,21,95.3,-3.7,Watch,0,29.7,DS-LPDDR5X-FAMILY
ANM-L5X-0155,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,4266,8533,0.5,-40,95,32,Programmable,441,UFBGA,0.75Gb x32,,Production,12.4,15.0,1.1,487,145,3.36,57,0.393,615,4.24,29,93.5,-6.8,None,0,35.6,DS-LPDDR5X-FAMILY
ANM-L5X-0156,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,4266,8533,0.5,-40,85,32,Programmable,496,WFBGA,1Gb x32,,Production,12.4,15.0,1.1,236,72,3.28,119,1.653,328,4.56,27,90.1,-6.8,Constrained,1,40.8,DS-LPDDR5X-FAMILY
ANM-L5X-0157,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,4266,8533,0.5,-25,85,32,Programmable,561,TFBGA,3Gb x32,,Production,12.4,15.0,1.1,848,363,2.34,163,0.449,398,1.1,41,92.4,23.7,None,0,52.9,DS-LPDDR5X-FAMILY
ANM-L5X-0158,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3750,7500,0.5,-40,125,32,Programmable,441,TFBGA,2Gb x32,,Production,12.4,15.0,1.1,558,186,3.0,124,0.667,436,2.35,49,89.2,13.8,None,1,48.6,DS-LPDDR5X-FAMILY
ANM-L5X-0159,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3200,6400,0.5,-40,125,64,Programmable,496,TFBGA,0.25Gb x64,,Production,12.4,15.0,1.1,415,220,1.89,155,0.705,725,3.3,27,87.2,-5.7,Watch,0,33.5,DS-LPDDR5X-FAMILY
ANM-L5X-0160,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,4266,8533,0.5,-40,125,64,Programmable,315,WFBGA,1.5Gb x64,,End of Life,12.4,15.0,1.1,544,78,6.98,146,1.872,41,0.53,34,85.2,-23.4,Constrained,1,43.5,DS-LPDDR5X-FAMILY
ANM-L5X-0161,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3200,6400,0.5,-40,105,64,Programmable,496,WFBGA,1.5Gb x64,,Production,12.4,15.0,1.1,960,411,2.34,76,0.185,539,1.31,51,89.6,-31.0,None,0,64.7,DS-LPDDR5X-FAMILY
ANM-L5X-0162,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3750,7500,0.5,-40,85,32,Programmable,496,LFBGA,1.5Gb x32,,Contact Sales,12.4,15.0,1.1,1697,516,3.29,18,0.035,542,1.05,22,97.9,13.3,None,0,19.7,DS-LPDDR5X-FAMILY
ANM-L5X-0163,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3200,6400,0.5,-40,85,64,Programmable,315,UFBGA,0.5Gb x64,,Contact Sales,12.4,15.0,1.1,922,260,3.55,53,0.204,446,1.72,37,91.8,-4.4,None,0,33.6,DS-LPDDR5X-FAMILY
ANM-L5X-0164,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3200,6400,0.5,-25,85,64,Programmable,441,TFBGA,1.5Gb x64,,Production,12.4,15.0,1.1,1064,257,4.14,52,0.202,662,2.58,17,92.4,17.6,None,0,19.0,DS-LPDDR5X-FAMILY
ANM-L5X-0165,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,4266,8533,0.5,-25,85,32,Programmable,561,WFBGA,3Gb x32,,Introduction,12.4,15.0,1.1,108,229,0.47,187,0.817,332,1.45,40,91.1,28.6,Constrained,1,51.2,DS-LPDDR5X-FAMILY
ANM-L5X-0166,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3750,7500,0.5,-40,85,64,Programmable,561,LFBGA,1.5Gb x64,,Production,12.4,15.0,1.1,353,190,1.86,0,0.0,1268,6.68,39,96.0,-7.2,Watch,0,48.8,DS-LPDDR5X-FAMILY
ANM-L5X-0167,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-25,85,32,Programmable,315,WFBGA,0.5Gb x32,,Production,12.4,15.0,1.1,665,126,5.28,47,0.373,345,2.74,14,98.0,55.4,Watch,0,18.7,DS-LPDDR5X-FAMILY
ANM-L5X-0168,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3200,6400,0.5,-40,105,32,Programmable,315,UFBGA,0.5Gb x32,,Introduction,12.4,15.0,1.1,646,212,3.05,0,0.0,865,4.08,21,99.2,2.6,None,1,21.3,DS-LPDDR5X-FAMILY
ANM-L5X-0169,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,3750,7500,0.5,-40,95,32,Programmable,315,WFBGA,4Gb x32,,Production,12.4,15.0,1.1,863,140,6.17,37,0.264,98,0.71,23,93.2,-30.9,None,1,19.2,DS-LPDDR5X-FAMILY
ANM-L5X-0170,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-40,105,64,Programmable,561,LFBGA,0.25Gb x64,,Production,12.4,15.0,1.1,145,126,1.16,15,0.119,487,3.87,36,94.8,18.6,Constrained,0,44.3,DS-LPDDR5X-FAMILY
ANM-L5X-0171,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,4266,8533,0.5,-40,105,32,Programmable,561,WFBGA,3Gb x32,,Introduction,12.4,15.0,1.1,2489,292,8.53,40,0.137,236,0.81,14,96.4,14.5,None,0,16.3,DS-LPDDR5X-FAMILY
ANM-L5X-0172,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3200,6400,0.5,-25,85,64,Programmable,496,WFBGA,1Gb x64,,Production,12.4,15.0,1.1,206,133,1.55,108,0.812,184,1.39,25,90.3,-2.2,Watch,1,29.9,DS-LPDDR5X-FAMILY
ANM-L5X-0173,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,4266,8533,0.5,-40,125,32,Programmable,441,TFBGA,0.5Gb x32,,Production,12.4,15.0,1.1,194,99,1.96,0,0.0,250,2.53,45,94.2,0.4,Watch,0,45.6,DS-LPDDR5X-FAMILY
ANM-L5X-0174,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3750,7500,0.5,-40,85,64,Programmable,441,TFBGA,0.75Gb x64,,Introduction,12.4,15.0,1.1,374,151,2.48,195,1.291,114,0.76,30,91.0,4.6,Watch,1,39.7,DS-LPDDR5X-FAMILY
ANM-L5X-0175,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,4266,8533,0.5,-40,125,64,Programmable,496,UFBGA,0.5Gb x64,,Production,12.4,15.0,1.1,58,44,1.32,5,0.114,54,1.23,20,90.0,-2.0,Watch,0,12.5,DS-LPDDR5X-FAMILY
ANM-L5X-0176,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3200,6400,0.5,-40,95,64,Programmable,496,UFBGA,0.375Gb x64,,Production,12.4,15.0,1.1,205,123,1.67,32,0.26,322,2.62,31,96.8,11.3,Watch,1,33.8,DS-LPDDR5X-FAMILY
ANM-L5X-0177,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,4266,8533,0.5,-25,85,32,Programmable,315,TFBGA,2Gb x32,,Production,12.4,15.0,1.1,354,95,3.73,97,1.021,199,2.1,48,84.3,16.8,Watch,1,62.3,DS-LPDDR5X-FAMILY
ANM-L5X-0178,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,4266,8533,0.5,-25,85,32,Programmable,441,UFBGA,0.75Gb x32,,Production,12.4,15.0,1.1,473,126,3.75,95,0.754,199,1.59,64,91.4,-5.3,Watch,0,69.0,DS-LPDDR5X-FAMILY
ANM-L5X-0179,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,4266,8533,0.5,-40,125,64,Programmable,496,UFBGA,0.75Gb x64,,Production,12.4,15.0,1.1,468,150,3.12,23,0.153,562,3.75,31,95.7,-20.0,None,0,38.8,DS-LPDDR5X-FAMILY
ANM-L5X-0180,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3200,6400,0.5,-40,85,64,Programmable,441,LFBGA,0.75Gb x64,,Production,12.4,15.0,1.1,819,225,3.64,110,0.489,1173,5.21,35,97.9,-6.6,None,0,34.6,DS-LPDDR5X-FAMILY
ANM-L5X-0181,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3200,6400,0.5,-40,95,64,Programmable,441,WFBGA,0.375Gb x64,,Production,12.4,15.0,1.1,383,156,2.46,152,0.974,69,0.45,58,86.6,-0.3,Watch,0,65.8,DS-LPDDR5X-FAMILY
ANM-L5X-0182,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-25,85,32,Programmable,315,UFBGA,0.5Gb x32,,Production,12.4,15.0,1.1,1314,260,5.06,73,0.281,359,1.38,14,87.4,-21.6,None,0,16.1,DS-LPDDR5X-FAMILY
ANM-L5X-0183,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3200,6400,0.5,-25,85,64,Programmable,441,LFBGA,0.75Gb x64,,Production,12.4,15.0,1.1,670,135,4.97,147,1.089,313,2.32,26,92.0,-0.0,Watch,1,35.1,DS-LPDDR5X-FAMILY
ANM-L5X-0184,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,4266,8533,0.5,-40,95,32,Programmable,441,TFBGA,1Gb x32,,Production,12.4,15.0,1.1,1287,258,4.99,119,0.461,309,1.2,23,92.0,-8.9,None,0,24.2,DS-LPDDR5X-FAMILY
ANM-L5X-0185,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3200,6400,0.5,-40,85,32,Programmable,315,WFBGA,1Gb x32,,Production,12.4,15.0,1.1,301,81,3.73,72,0.889,62,0.77,55,83.4,-8.7,Watch,1,72.8,DS-LPDDR5X-FAMILY
ANM-L5X-0186,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3200,6400,0.5,-40,95,64,Programmable,561,TFBGA,0.75Gb x64,,Contact Sales,12.4,15.0,1.1,244,124,1.97,55,0.444,284,2.3,34,91.7,-2.2,Watch,1,32.5,DS-LPDDR5X-FAMILY
ANM-L5X-0187,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3200,6400,0.5,-40,85,32,Programmable,496,WFBGA,0.75Gb x32,,Production,12.4,15.0,1.1,225,121,1.86,31,0.256,234,1.94,14,88.4,0.6,Watch,0,23.2,DS-LPDDR5X-FAMILY
ANM-L5X-0188,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3200,6400,0.5,-40,125,32,Programmable,496,TFBGA,3Gb x32,,Introduction,12.4,15.0,1.1,533,182,2.93,391,2.148,258,1.42,60,86.1,-17.5,Constrained,1,75.9,DS-LPDDR5X-FAMILY
ANM-L5X-0189,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,4266,8533,0.5,-40,85,64,Programmable,441,WFBGA,0.25Gb x64,,Sampling,12.4,15.0,1.1,279,75,3.73,0,0.0,44,0.59,50,97.3,-9.4,None,0,47.2,DS-LPDDR5X-FAMILY
ANM-L5X-0190,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,4266,8533,0.5,-40,85,32,Programmable,496,WFBGA,4Gb x32,,Production,12.4,15.0,1.1,792,205,3.87,81,0.395,295,1.44,17,88.2,1.1,None,0,19.0,DS-LPDDR5X-FAMILY
ANM-L5X-0191,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,4266,8533,0.5,-40,125,64,Programmable,561,WFBGA,0.5Gb x64,,Production,12.4,15.0,1.1,1927,324,5.95,163,0.503,491,1.52,23,92.1,-23.3,None,0,27.5,DS-LPDDR5X-FAMILY
ANM-L5X-0192,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,4266,8533,0.5,-40,85,32,Programmable,441,TFBGA,3Gb x32,,Production,12.4,15.0,1.1,724,107,6.77,19,0.178,208,1.95,14,94.4,27.4,Watch,0,24.8,DS-LPDDR5X-FAMILY
ANM-L5X-0193,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3750,7500,0.5,-40,105,64,Programmable,496,TFBGA,0.375Gb x64,,Production,12.4,15.0,1.1,291,143,2.04,9,0.063,320,2.24,38,94.8,45.3,Watch,1,39.5,DS-LPDDR5X-FAMILY
ANM-L5X-0194,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,3200,6400,0.5,-40,105,64,Programmable,441,UFBGA,2Gb x64,,Production,12.4,15.0,1.1,1363,345,3.95,436,1.264,399,1.16,44,90.0,31.6,Watch,1,58.9,DS-LPDDR5X-FAMILY
ANM-L5X-0195,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3750,7500,0.5,-40,105,64,Programmable,561,WFBGA,1Gb x64,,Production,12.4,15.0,1.1,1127,228,4.95,56,0.246,109,0.48,14,90.7,14.3,None,0,22.3,DS-LPDDR5X-FAMILY
ANM-L5X-0196,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3750,7500,0.5,-25,85,64,Programmable,561,TFBGA,0.5Gb x64,,Production,12.4,15.0,1.1,668,358,1.87,2,0.006,776,2.17,63,96.5,28.7,Watch,0,62.5,DS-LPDDR5X-FAMILY
ANM-L5X-0197,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3200,6400,0.5,-40,125,64,Programmable,496,LFBGA,0.5Gb x64,,End of Life,12.4,15.0,1.1,951,273,3.48,346,1.267,484,1.77,19,89.3,38.3,Watch,1,38.8,DS-LPDDR5X-FAMILY
ANM-L5X-0198,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3750,7500,0.5,-40,125,32,Programmable,496,TFBGA,0.5Gb x32,,Production,12.4,15.0,1.1,308,246,1.25,249,1.012,214,0.87,63,91.4,-16.1,Watch,1,73.8,DS-LPDDR5X-FAMILY
ANM-L5X-0199,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,4266,8533,0.5,-40,85,64,Programmable,496,TFBGA,0.5Gb x64,,Production,12.4,15.0,1.1,87,79,1.1,177,2.241,136,1.73,59,85.2,29.7,Constrained,1,85.9,DS-LPDDR5X-FAMILY
ANM-L5X-0200,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,3750,7500,0.5,-40,105,64,Programmable,561,LFBGA,2Gb x64,,Production,12.4,15.0,1.1,891,268,3.33,68,0.254,849,3.17,22,95.5,23.5,None,0,23.7,DS-LPDDR5X-FAMILY
ANM-L5X-0201,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3750,7500,0.5,-40,85,32,Programmable,561,TFBGA,0.75Gb x32,,Production,12.4,15.0,1.1,203,88,2.32,0,0.0,313,3.57,14,99.8,-6.6,None,0,12.2,DS-LPDDR5X-FAMILY
ANM-L5X-0202,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3750,7500,0.5,-40,95,64,Programmable,496,LFBGA,1Gb x64,,Contact Sales,12.4,15.0,1.1,211,53,3.99,82,1.547,16,0.31,44,88.6,8.5,Constrained,1,66.2,DS-LPDDR5X-FAMILY
ANM-L5X-0203,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,96,,3750,7500,0.5,-40,105,32,Programmable,315,WFBGA,3Gb x32,,Production,12.4,15.0,1.1,670,226,2.97,183,0.81,150,0.67,31,95.2,7.9,Watch,0,44.0,DS-LPDDR5X-FAMILY
ANM-L5X-0204,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,24,,3750,7500,0.5,-40,105,32,Programmable,496,UFBGA,0.75Gb x32,,Production,12.4,15.0,1.1,801,124,6.46,0,0.0,12,0.1,14,88.4,-38.8,None,0,21.6,DS-LPDDR5X-FAMILY
ANM-L5X-0205,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,3750,7500,0.5,-40,95,64,Programmable,315,LFBGA,2Gb x64,,End of Life,12.4,15.0,1.1,1137,156,7.29,210,1.346,268,1.72,18,92.4,10.6,Constrained,1,32.3,DS-LPDDR5X-FAMILY
ANM-L5X-0206,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,4266,8533,0.5,-40,105,64,Programmable,561,TFBGA,0.5Gb x64,,Production,12.4,15.0,1.1,492,340,1.45,427,1.256,123,0.36,79,91.3,34.2,Constrained,1,84.9,DS-LPDDR5X-FAMILY
ANM-L5X-0207,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3200,6400,0.5,-40,125,64,Programmable,496,WFBGA,0.75Gb x64,,Production,12.4,15.0,1.1,702,101,6.96,150,1.485,69,0.69,16,82.5,12.7,Constrained,1,35.8,DS-LPDDR5X-FAMILY
ANM-L5X-0208,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,64,,3200,6400,0.5,-40,125,32,Programmable,315,WFBGA,2Gb x32,,Production,12.4,15.0,1.1,911,253,3.6,0,0.0,1395,5.52,24,92.5,-15.9,None,1,18.9,DS-LPDDR5X-FAMILY
ANM-L5X-0209,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3750,7500,0.5,-40,85,32,Programmable,315,UFBGA,1.5Gb x32,,Production,12.4,15.0,1.1,202,86,2.35,116,1.349,334,3.89,65,90.3,35.2,Constrained,1,79.6,DS-LPDDR5X-FAMILY
ANM-L5X-0210,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,16,,3200,6400,0.5,-40,105,64,Programmable,441,WFBGA,0.25Gb x64,,End of Life,12.4,15.0,1.1,37,50,0.76,6,0.12,30,0.6,45,87.8,14.9,Constrained,1,51.4,DS-LPDDR5X-FAMILY
ANM-L5X-0211,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,48,,3750,7500,0.5,-40,105,32,Programmable,441,TFBGA,1.5Gb x32,,Contact Sales,12.4,15.0,1.1,428,59,7.27,75,1.271,159,2.71,21,94.7,18.8,Watch,1,43.9,DS-LPDDR5X-FAMILY
ANM-L5X-0212,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,128,,4266,8533,0.5,-40,85,64,Programmable,441,UFBGA,2Gb x64,,Production,12.4,15.0,1.1,538,113,4.76,80,0.708,90,0.8,14,98.9,0.2,Watch,0,15.0,DS-LPDDR5X-FAMILY
ANM-L5X-0213,LPDDR5X_COMPONENT,LPDDR5X,COMPONENT,32,,3200,6400,0.5,-40,85,32,Programmable,315,WFBGA,1Gb x32,,Introduction,12.4,15.0,1.1,119,121,0.99,145,1.198,306,2.54,54,92.2,10.4,Constrained,1,60.3,DS-LPDDR5X-FAMILY
